GeneID	GSM2069823	GSM2069824	GSM2069825	GSM2069826	GSM2069827	GSM2069828	GSM2069829	GSM2069830	GSM2069831	GSM2069832	GSM2069833	GSM2069834	GSM2069835	GSM2069836	GSM2069837	GSM2069838	GSM2069839	GSM2069840	GSM2069841	GSM2069842	GSM2069843	GSM2069844	GSM2069845	GSM2069846	GSM2069847	GSM2069848	GSM2069849	GSM2069850
105373998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373997	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373999	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26339	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
402135	1	2	0	0	2	1	2	8	1	3	4	1	0	1	0	1	5	4	0	2	8	0	1	0	2	1	0	2
56650	8299	2806	5986	4577	6829	6567	1361	4241	8830	4895	8556	7563	4656	3289	2463	2581	4995	4372	1189	4959	6287	3348	5996	1536	1949	3868	2330	2414
2838	18	3	2	3	3	2	0	21	0	1	37	6	7	1	7	10	16	3	3	9	4	21	7	5	14	1	1	51
1371	4208	2556	4526	3102	3295	3718	1589	4387	2227	3505	3183	9311	3841	2044	1297	1574	2513	4593	708	2604	2807	1068	2167	591	534	2320	1341	1036
100874207	705	468	1518	673	510	377	293	441	112	229	457	167	386	217	313	527	428	297	116	426	615	34	330	179	10	687	163	90
10402	9305	8916	9028	11586	4990	10526	9773	12637	1805	2678	3760	2447	7538	2507	3765	11378	4069	6129	885	14408	21701	876	4187	803	239	13700	5221	3044
131566	27210	1464	4182	8866	9595	12429	3115	20827	25056	17049	30410	116211	4585	4092	2085	2466	3706	8944	1034	9269	8137	611	3996	4701	2230	5557	1480	1843
105374002	14	0	12	10	7	4	5	20	32	16	16	195	5	4	4	1	4	9	0	15	11	1	8	13	3	4	1	1
105374003	157	1	3	112	182	32	10	40	206	112	187	8304	5	155	6	2	10	37	0	12	8	1	7	101	5	7	8	9
107986104	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0
105374004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105374007	3	0	1	0	0	0	0	0	5	14	10	1	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0
105374005	0	0	0	0	0	0	0	1	14	70	2	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0
105374006	0	0	0	0	0	0	0	0	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1295	4118	162	445	193	2158	343	431	248	9871	4566	22163	5159	205	264	373	192	9739	2212	90	1036	643	77	2624	1269	4241	549	121	19
101929357	310	104	648	140	340	187	100	263	501	152	326	715	125	343	119	97	296	181	52	299	194	90	289	451	137	229	378	195
84319	1635	602	2651	889	1149	1607	909	2250	2478	880	1341	5234	1336	2079	828	768	1086	1921	1039	2193	1434	846	1858	2404	1075	1653	2377	1271
11259	4446	234	209	416	1094	179	305	671	1353	835	1954	1610	282	737	296	251	5615	2111	283	862	407	562	2344	1348	791	614	203	3048
112268455	0	0	0	0	0	1	2	0	3	2	2	5	4	5	0	0	1	5	0	2	2	1	3	8	11	3	5	16
100500859	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374010	1	1	2	0	0	2	2	0	1	4	4	9	1	11	0	1	4	7	2	6	10	3	5	12	20	21	18	13
105374009	5	1	1	1	2	0	7	3	1	2	5	2	7	2	2	1	9	7	1	14	10	3	8	2	10	5	1	3
644444	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0
55773	3281	1317	2255	2415	3196	3028	1107	4458	4238	2733	2785	5504	3151	1197	471	2165	2804	2303	617	3354	3526	1812	2708	261	888	1666	520	1110
56954	2256	2136	4744	2444	2351	3565	2313	7482	4537	1115	2085	3594	5164	1243	1579	3178	2226	3246	1558	2414	2498	2213	3713	1205	840	2577	2048	1517
9868	7405	3884	7981	6856	6166	3035	2779	7102	7052	3804	4661	12591	6051	4422	1641	3928	4963	5824	3581	5844	5540	3204	6533	2093	1875	4556	2826	3240
348801	196	159	881	326	119	27	295	636	305	438	278	346	140	152	5	434	263	92	1029	142	112	33	1161	79	200	70	169	95
55076	663	1388	316	804	2048	1225	460	1694	3995	1752	3029	2778	1046	1799	199	525	1507	1009	318	829	553	58773	1918	653	1236	146	238	214
84873	0	171	0	0	0	0	0	0	29	72	5	0	7312	3	0	0	0	5	6	0	0	1	0	471	1	3	0	2
10342	7547	2556	5112	9412	7436	4697	2791	6408	11373	3950	5659	8953	5146	6302	2964	4328	4993	5350	2377	7047	6345	4254	3863	4481	2879	6751	3087	3171
25890	8096	109	73	28	306	239	660	5853	461	602	616	2133	501	40	354	543	5795	812	350	2506	922	222	226	14	1746	121	14	2118
50939	25	10	17	4	37	24	15	22	67	26	53	36	17	49	0	33	40	63	0	28	10	23	31	0	26	10	0	15
57337	1355	866	1009	1023	1009	1260	463	1494	1725	744	1233	1424	1297	472	153	1419	1416	1175	276	1638	2445	408	1529	133	645	741	257	969
131909	9	2	0	1	2	0	1	4	1	3	9	11	5	1	0	4	22	3	2	9	4	8	8	2	1	1	1	9
54931	2109	831	1642	1727	2121	1823	698	3057	1850	1302	1298	2900	3272	1045	520	1384	1436	2219	921	1959	1721	1157	2317	507	904	2253	756	1310
57092	9898	7333	11196	9446	10342	8321	4655	12400	8864	4786	12999	17289	14750	6923	2959	8014	10681	10691	7444	16433	17239	3978	10332	2490	3447	7143	7271	6112
27107	2495	978	1389	1925	1967	1391	893	1847	3180	1687	2091	4069	2141	926	354	1421	1759	1490	393	1851	2497	926	1905	179	578	1624	323	1296
100009676	558	197	389	371	406	165	192	601	552	344	499	447	317	276	291	198	332	227	195	311	334	156	342	131	143	315	216	224
6152	27148	25105	56320	30013	26292	27063	15257	27910	28363	10711	24693	40487	45124	37148	13079	28755	27982	25558	25517	44637	49438	19692	35368	14214	8939	17794	37245	25688
105374013	287	63	236	44	79	109	84	180	448	121	310	130	175	110	34	92	244	84	16	313	617	11	231	237	414	208	295	376
285359	42	8	13	8	8	48	24	52	114	7	35	15	53	12	12	33	24	51	14	13	28	8	51	12	79	27	34	171
79598	1683	577	1072	1414	1391	1363	264	3315	2614	3502	2044	2054	815	467	305	767	940	1206	357	1340	1718	312	1549	137	476	1051	457	741
91775	3658	592	1202	1244	1276	1420	399	2632	2131	2266	2833	4892	1613	949	443	1722	2265	1665	360	2023	2185	252	1509	573	987	3329	1033	2746
64332	3506	3212	331	241	954	853	725	1580	4926	903	1928	2909	4428	2286	601	1200	1306	2655	70	1670	1899	6999	1066	223	586	289	145	1257
152225	79	26	2	19	67	3	1	23	18	82	37	507	596	566	36	6	21	249	1	21	11	32	0	10	14	40	1	62
101929411	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
107986105	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0
131368	5	6	1	0	12	0	1997	3	1	0	5	30	2	23	0	0	1	6	1	0	0	7	0	3	3	0	2	1
105374016	1	2	0	0	0	1	8	229	1	0	0	0	2	9	0	0	0	1	0	0	0	0	0	0	1	0	0	0
107986106	0	2	0	0	0	0	5	13	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105374017	0	0	0	1	0	0	1	43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
100616336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374019	1	0	0	0	0	0	0	7	1	4	1	0	5	1	5	21	4	19	1	0	0	1	8	1	0	0	0	18
105374020	2	1	3	0	3	0	0	36	17	36	12	5	0	14	10	1	12	40	0	1	0	0	219	19	0	8	13	55
105374021	1	0	1	0	0	0	0	0	0	0	0	26	3	3	0	4	5	0	1	0	0	2	1	0	1	0	1	30
107986107	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	5	6	0	0	1	0	1	0	0	0	0	2	5
107986108	2	0	1	0	1	0	31	0	0	0	2	644	2	49	1	1	2	3	0	0	0	0	0	0	0	0	1	0
105374023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	2233	1136	2133	133	3154	721	1123	3254	5164	792	3363	12965	951	693	535	1220	2121	2918	69	1607	1627	401	2249	373	460	197	197	917
868	2738	458	2384	927	3115	2487	1871	2696	2875	839	2753	3250	1783	1558	513	1871	2067	1560	542	3625	4972	439	2124	823	2083	1072	472	1974
107986109	3	0	14	1	5	6	3	4	16	5	6	7	4	5	3	5	7	2	3	4	7	0	12	5	2	1	2	1
105374024	2	2	3	0	1	5	8	6	10	7	6	11	5	5	0	23	5	4	6	4	10	0	13	4	6	4	2	15
105374026	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374027	46	3	8	8	181	23	14	16	87	114	60	63	12	22	4	32	48	63	2	29	15	3	11	20	5	12	116	27
107986110	1	0	1	0	1	0	0	6	1	1	2	8	2	0	2	14	2	2	0	0	1	0	0	3	2	0	0	15
107986112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
101929485	0	0	0	0	3	1	2	0	1	0	0	2	2	3	0	0	2	0	0	0	0	0	0	0	1	0	0	1
105374029	6	0	0	1	12	0	7	7	1	1	4	2	51	52	0	0	1	2	0	0	0	0	5	5	3	0	2	2
101929534	8	0	9	1	18	1	3	2	10	7	2	6	37	157	2	0	3	2	0	0	0	0	6	9	3	0	15	2
107986021	6	1	3	1	9	3	6	0	4	1	3	3	14	110	5	0	3	1	0	1	2	0	3	7	1	0	14	1
100302640	45	14	75	14	123	5	35	35	29	14	49	42	1052	750	22	9	15	41	10	6	15	3	69	30	3	5	60	5
344595	723	248	1247	454	862	323	328	540	657	249	349	897	1866	303	191	233	483	515	28	994	987	51	575	119	185	574	225	158
84692	2	0	4	1	0	0	2	0	3	2	3	1	2	2	0	0	2	0	0	3	0	0	0	2	1	0	0	1
101929579	2	0	1	2	2	1	1	0	3	1	1	0	0	2	0	1	2	0	0	0	1	0	3	1	3	0	1	3
101929607	1	2	0	0	6	1	2	0	4	0	9	2	2	3	0	0	1	1	0	1	1	1	8	2	7	0	1	6
56987	5878	2361	4037	4659	6976	3404	1382	7040	9779	5456	5755	11454	2574	5394	821	2245	4076	2751	831	9607	10151	730	4548	2414	4326	3631	2934	7227
151658	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2
285205	1	0	2	0	0	2	3	2	37	10	0	3	3	3	1	1	2	8	0	0	0	2	0	3	2	0	0	6
961	7571	4568	6641	5383	5924	5820	4767	9364	12452	6005	9954	13109	9258	2562	2839	8970	6008	7877	2442	21093	23225	6231	9403	4285	2124	6133	3399	7440
105374031	0	0	0	0	2	0	0	6	2	1	1	0	7	3	1	2	1	5	0	0	2	2	3	1	1	2	0	15
101929623	42	8	15	1	8	0	4	41	3	2	23	12	25	4	7	83	87	5	5	28	10	166	31	4	3	5	3	1866
55081	2226	412	1771	919	1153	1519	1002	3818	5169	280	2100	4939	1577	738	460	899	2075	1111	447	1929	1696	776	2120	425	1121	1126	371	1668
11148	2	2	0	1	0	1	0	52	7	0	2	1	48	0	0	1	0	1	1	1	1	1	25	1	0	0	2	20
22989	13	10	45	16	22	22	27	18	296	6	59	929	22	51	7	61	28	25	27	54	52	31	64	22	42	33	3	26
57650	713	302	882	577	583	1268	365	794	2092	1211	591	5656	1034	531	240	336	1060	1122	129	1424	1049	294	1748	347	689	2597	316	1073
9666	932	474	1342	839	1577	515	356	2049	2169	820	938	1667	998	875	158	780	1158	681	214	1046	945	151	1746	309	1175	1494	565	1581
105374033	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374034	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
84666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
50852	171	129	58	1	19	8	25	97	3	8	204	62	122	13	26	575	223	119	77	150	51	42	281	4	3	42	20	270
9626	10	0	0	0	2	0	3	0	0	1	0	0	4	285	0	0	0	0	0	0	0	0	0	6	0	0	1	0
27136	412	1	3	51	97	1	118	1106	0	1	0	1	294	38	2	5	4	3	3	1	5	0	10	91	8	1	1	6
100506506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401081	19	106	1	1	13	0	0	96	0	0	0	0	24	8	0	0	0	0	0	0	1	5	0	6	0	0	0	0
677779	344	0	6	213	258	4	7	156	1	4	0	0	698	483	1	0	9	7	1	6	132	0	0	368	1	32	2	297
151871	0	0	1	12	0	0	0	4	127	0	0	0	154	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
55211	0	4	2	0	1	0	2	3	0	1	9	7	4	1	0	4	5	2	1	8	3	0	6	26	4	3	0	142
401082	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0
100616129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105377811	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374036	0	0	0	0	0	0	0	94	0	0	0	1	20	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105374037	0	0	0	0	0	0	0	1	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
151760	4	0	18	273	21	0	2	167	5	17	3	89	7	44	0	0	1	2	1	13	9	0	4	7	6	5	1	121
100506555	11	4	6	11	11	5	0	3	29	5	9	3	2	1	5	2	4	4	3	5	9	0	8	0	2	3	1	3
25945	2559	775	1553	2888	2392	4011	149	751	2975	2162	2322	11331	233	425	310	109	924	891	256	4665	5513	95	1588	387	582	934	396	589
105374038	0	0	0	0	0	0	0	2	0	0	1	5	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0
105374039	0	0	0	0	0	0	0	7	0	0	0	9	1	0	0	0	1	0	2	2	0	0	0	1	2	0	0	2
10225	668	339	257	105	102	51	53	502	60	46	771	862	244	97	95	1491	946	432	303	612	209	188	822	176	136	213	237	1642
79413	98	78	72	1	2	28	20	65	1	0	242	108	83	15	31	297	109	159	73	141	66	517	79	20	11	46	40	251
257068	32	71	75	13	16	18	2	6	6	1	34	154	5	11	2	17	39	12	2	40	46	4	58	7	1	6	3	39
100874115	0	0	0	0	0	0	0	3	0	0	1	2	0	2	0	0	1	1	0	0	3	2	0	0	1	0	1	2
90102	1157	737	4216	180	723	851	187	1949	1265	435	1784	5006	314	5331	420	128	2841	1355	211	389	138	1598	683	1243	871	1722	78	354
107984087	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1
105374040	4	0	6	0	2	0	1	5	0	0	6	6	0	14	0	0	12	3	0	1	1	0	0	5	0	2	0	1
55347	1849	989	1901	1844	3277	1882	696	3815	2523	729	2317	4003	2774	1264	991	1814	2028	2008	1346	1772	1996	520	2707	499	784	2059	993	1849
29114	0	0	245	1	5	2	0	669	4997	53	16	2417	0	4	1	1	6	0	7	1	1	37	0	0	18	1	0	0
344805	0	0	0	0	1	0	0	3	1	0	0	0	1	5	0	0	0	1	0	2	0	1	0	0	0	0	1	0
79669	79	8	424	163	163	349	104	68	386	17	204	1735	509	239	217	111	112	375	31	276	271	830	282	210	112	637	122	231
693152	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	2	0	0	0	0	1	0
257144	84	33	80	16	36	84	22	78	61	11	108	177	56	51	19	151	117	74	49	113	122	197	133	22	15	63	22	1406
112806053	2	0	11	3	5	26	4	1	26	0	8	40	12	6	3	2	2	22	1	17	12	28	11	5	4	12	6	2
285335	10	258	8	5	10	21	9	17	18	12	24	26	15	10	4	11	20	19	1	20	20	23	25	11	45	30	8	16
105374042	12	15	16	230	666	24	13	15	3	154	21	2	253	40	35	43	77	134	1	20	25	2	31	15	6	79	34	17
4345	1733	122	2681	374	1394	317	746	1089	2457	1360	6353	739	1442	443	1782	2705	3837	1669	132	4101	3857	443	260	348	1712	4745	103	2120
105374041	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0
112268446	13	7	6	0	3	2	2	27	0	0	13	6	12	5	0	78	21	11	21	14	11	9	24	2	22	16	8	347
151888	160	58	64	4	6	21	20	156	9	9	164	46	117	10	34	513	173	87	81	111	45	47	195	3	37	59	24	1628
64422	3155	1873	2826	3230	3061	4030	1294	4701	3862	2854	4476	6369	4449	2608	1332	2777	4037	4573	1128	4947	3845	1913	3420	1316	4598	4883	1513	2571
55032	3160	1673	3177	3600	4311	2811	775	3270	3107	2346	3920	4758	2611	1350	951	1992	3284	2025	967	4344	4369	723	4126	644	1611	3558	1275	1660
112268447	3120	86	150	74	93	92	334	1478	146	331	1805	1717	120	20	59	356	3512	169	78	1383	344	84	190	50	501	262	20	176
100506621	2935	78	137	63	89	82	315	1411	130	309	1714	1601	113	19	59	340	3259	155	75	1280	310	82	173	46	476	241	17	162
151887	27173	1004	3047	4307	1991	1107	2288	12012	3079	3236	20748	13152	1168	495	1089	5427	34661	2275	1208	9207	2812	618	1399	3856	18375	7264	713	2585
101929694	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
113218483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129297	0	0	0	0	0	0	1	6	0	0	1	2	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
344807	1	0	1	0	0	2	1	9	1	0	5	4	3	0	0	1	2	3	0	1	0	0	3	0	0	0	0	1
131450	364	120	101	10	75	51	31	221	57	59	259	298	199	13	18	288	376	202	76	205	75	65	378	9	20	39	11	222
29083	639	441	901	889	978	681	224	1070	689	304	755	1316	703	444	257	482	873	517	135	1302	1498	330	858	109	229	582	469	352
25871	3445	1708	2989	2724	3442	3653	1243	4500	2959	1540	2631	4020	3127	1813	1133	2782	2825	2536	1020	7386	9478	1010	3022	880	1071	4355	1336	2152
107986114	191	93	367	197	305	91	65	257	176	83	273	203	102	123	95	88	251	113	58	331	432	41	168	47	41	196	61	167
107986113	8	17	10	31	18	3	9	12	7	2	21	11	64	13	1	90	14	6	2	69	205	0	12	55	5	32	3	11
101929717	8	2	10	4	4	9	12	18	9	1	16	5	22	1	1	4	18	17	8	19	11	1	20	5	11	9	5	53
102723430	3	0	0	0	0	0	0	5	1	1	2	1	1	0	0	0	1	1	0	3	5	0	2	0	0	0	0	1
91653	1169	125	472	2169	3671	127	114	2878	1221	548	3113	1503	305	165	772	894	1695	321	272	646	676	560	267	390	2242	235	69	1701
55779	645	375	387	297	572	850	291	1054	864	112	726	761	894	540	214	584	422	797	251	740	1179	273	1068	258	1074	475	230	951
100874029	17	9	8	4	9	17	10	15	27	4	10	19	8	9	6	4	7	10	1	13	27	4	18	6	8	17	4	6
102466253	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152185	722	326	1464	916	831	669	321	1068	697	881	888	2405	641	700	299	355	766	629	220	1067	1212	274	978	183	267	900	249	496
